source,target
segismuno toxicomano,Envidia Kotxina
Envidia Kotxina,Kaos Etíliko
Envidia Kotxina,Segismundo Toxicómano
Envidia Kotxina,Fe de Ratas
Envidia Kotxina,Konsumo Respeto
Envidia Kotxina,Disidencia
Envidia Kotxina,Manifa
Envidia Kotxina,Asto Pituak
Envidia Kotxina,Puagh
Envidia Kotxina,Elektroduendes
Envidia Kotxina,The Kagas
Envidia Kotxina,El Noi del Sucre
Envidia Kotxina,Ni por favor ni ostias
Envidia Kotxina,Los Muertos de Cristo
Envidia Kotxina,Malos Vicios
Envidia Kotxina,Arpaviejas
Envidia Kotxina,RADIOCRIMEN
Envidia Kotxina,Kaos Urbano
Envidia Kotxina,No Konforme
Envidia Kotxina,Piperrak
Envidia Kotxina,Chicharrica
segismuno toxicomano,Fe de Ratas
Fe de Ratas,Gérmenes
Fe de Ratas,Zirrosis
Fe de Ratas,Discordia
Fe de Ratas,Disidencia
Fe de Ratas,Malos Vicios
Fe de Ratas,A Palo Seko
Fe de Ratas,Ni por favor ni ostias
Fe de Ratas,Inadaptados
Fe de Ratas,Los Reconoces
Fe de Ratas,Silencio Absoluto
Fe de Ratas,Transfer
Fe de Ratas,No Konforme
Fe de Ratas,Matando Gratix
Fe de Ratas,Envidia Kotxina
Fe de Ratas,Manifa
Fe de Ratas,Sublevados
Fe de Ratas,Segismundo Toxicómano
Fe de Ratas,Zapatrus
Fe de Ratas,Síndrome de abstinencia
Fe de Ratas,Konsumo Respeto
segismuno toxicomano,Manifa
Manifa,RADIOCRIMEN
Manifa,Karne Cruda
Manifa,Ni por favor ni ostias
Manifa,Extracto de Lúpulo
Manifa,Zapatrus
Manifa,No Konforme
Manifa,Txulapos Muertos
Manifa,The Guilty Brigade
Manifa,Rat-Zinger
Manifa,Zirrosis
Manifa,Matando Gratix
Manifa,Josetxu Piperrak & The Riber Rock Band
Manifa,37 Hostias
Manifa,Chicharrica
Manifa,Subversión X
Manifa,Ignotus
Manifa,Putakaska
Manifa,The Kagas
Manifa,Puagh
Manifa,The Meas
segismuno toxicomano,Kaos Etíliko
Kaos Etíliko,Envidia Kotxina
Kaos Etíliko,Segismundo Toxicómano
Kaos Etíliko,Fe de Ratas
Kaos Etíliko,Piperrak
Kaos Etíliko,Kaotiko
Kaos Etíliko,Parabellum
Kaos Etíliko,Disidencia
Kaos Etíliko,Konsumo Respeto
Kaos Etíliko,Manifa
Kaos Etíliko,The Kagas
Kaos Etíliko,Manolo Kabezabolo
Kaos Etíliko,Cicatriz
Kaos Etíliko,M.C.D.
Kaos Etíliko,Malos Vicios
Kaos Etíliko,Zirrosis
Kaos Etíliko,RADIOCRIMEN
Kaos Etíliko,Ni por favor ni ostias
Kaos Etíliko,Kaos Urbano
Kaos Etíliko,Asto Pituak
Kaos Etíliko,Gatillazo
segismuno toxicomano,Disidencia
Disidencia,Malos Vicios
Disidencia,Fe de Ratas
Disidencia,Gérmenes
Disidencia,Zirrosis
Disidencia,Discordia
Disidencia,Ni por favor ni ostias
Disidencia,Chicharrica
Disidencia,The Kagas
Disidencia,Puagh
Disidencia,Banda Jachís
Disidencia,A Palo Seko
Disidencia,The Meas
Disidencia,Konsumo Respeto
Disidencia,Matando Gratix
Disidencia,Síndrome de abstinencia
Disidencia,Envidia Kotxina
Disidencia,37 Hostias
Disidencia,Segismundo Toxicómano
Disidencia,Maniatica
Disidencia,Manifa
segismuno toxicomano,RADIOCRIMEN
RADIOCRIMEN,Karne Cruda
RADIOCRIMEN,The Guilty Brigade
RADIOCRIMEN,Rat-Zinger
RADIOCRIMEN,Manifa
RADIOCRIMEN,Txulapos Muertos
RADIOCRIMEN,Ni por favor ni ostias
RADIOCRIMEN,Ignotus
RADIOCRIMEN,La Banda del Destierro
RADIOCRIMEN,Subversión X
RADIOCRIMEN,Zapatrus
RADIOCRIMEN,Yugular
RADIOCRIMEN,Matando Gratix
RADIOCRIMEN,Porco Bravo
RADIOCRIMEN,37 Hostias
RADIOCRIMEN,Suzio 13
RADIOCRIMEN,SuZio 13
RADIOCRIMEN,Chicharrica
RADIOCRIMEN,Putakaska
RADIOCRIMEN,Faber Pugna
RADIOCRIMEN,Andanada 7
segismuno toxicomano,Malos Vicios
Malos Vicios,Disidencia
Malos Vicios,Fe de Ratas
Malos Vicios,Discordia
Malos Vicios,Silencio Absoluto
Malos Vicios,Gérmenes
Malos Vicios,Zirrosis
Malos Vicios,A Palo Seko
Malos Vicios,Konsumo Respeto
Malos Vicios,No Konforme
Malos Vicios,Mala Reputación
Malos Vicios,Segismundo Toxicómano
Malos Vicios,Los Reconoces
Malos Vicios,Ni por favor ni ostias
Malos Vicios,Envidia Kotxina
Malos Vicios,Manifa
Malos Vicios,Extracto de Lúpulo
Malos Vicios,Transfer
Malos Vicios,Matando Gratix
Malos Vicios,Inadaptados
Malos Vicios,Carroña
segismuno toxicomano,No Konforme
No Konforme,Manifa
No Konforme,Carroña
No Konforme,AlaDeMoska
No Konforme,Extracto de Lúpulo
No Konforme,Silenciados
No Konforme,RADIOCRIMEN
No Konforme,Oferta Especial
No Konforme,La Ska Brass
No Konforme,Paté de Pato
No Konforme,Zirrosis
No Konforme,Kamikazes
No Konforme,Fe de Ratas
No Konforme,Dskarrila
No Konforme,Gérmenes
No Konforme,Zapatrus
No Konforme,Inadaptados
No Konforme,Último Rekurso
No Konforme,Discordia
No Konforme,Josetxu Piperrak & The Riber Rock Band
No Konforme,Rat-Zinger
segismuno toxicomano,Lendakaris Muertos
Lendakaris Muertos,Segismundo Toxicómano
Lendakaris Muertos,Piperrak
Lendakaris Muertos,Manolo Kabezabolo
Lendakaris Muertos,Envidia Kotxina
Lendakaris Muertos,Kaos Etíliko
Lendakaris Muertos,Gatillazo
Lendakaris Muertos,Cicatriz
Lendakaris Muertos,Soziedad Alkoholika
Lendakaris Muertos,Kaotiko
Lendakaris Muertos,Manifa
Lendakaris Muertos,M.C.D.
Lendakaris Muertos,Narco
Lendakaris Muertos,Kortatu
Lendakaris Muertos,Habeas Corpus
Lendakaris Muertos,KOP
Lendakaris Muertos,Parabellum
Lendakaris Muertos,Fe de Ratas
Lendakaris Muertos,Boikot
Lendakaris Muertos,El Último Ke Zierre
Lendakaris Muertos,Arpaviejas
segismuno toxicomano,Piperrak
Piperrak,Kaos Etíliko
Piperrak,Cicatriz
Piperrak,Segismundo Toxicómano
Piperrak,Envidia Kotxina
Piperrak,M.C.D.
Piperrak,Parabellum
Piperrak,Kortatu
Piperrak,Manolo Kabezabolo
Piperrak,Kaotiko
Piperrak,Gatillazo
Piperrak,Disidencia
Piperrak,Lendakaris Muertos
Piperrak,El Último Ke Zierre
Piperrak,Los Muertos de Cristo
Piperrak,Konsumo Respeto
Piperrak,RIP
Piperrak,Agua Bendita
Piperrak,Soziedad Alkoholika
Piperrak,Tijuana in blue
Piperrak,The Kagas
segismuno toxicomano,Parabellum
Parabellum,M.C.D.
Parabellum,Cicatriz
Parabellum,Vómito
Parabellum,Tijuana in blue
Parabellum,Distorsión
Parabellum,RIP
Parabellum,Commando 9mm
Parabellum,Subversión X
Parabellum,Zer Bizio?
Parabellum,Andanada 7
Parabellum,Potrotaino
Parabellum,37 Hostias
Parabellum,Kaos Etíliko
Parabellum,Zirrosis
Parabellum,Matando Gratix
Parabellum,The Kagas
Parabellum,Disidencia
Parabellum,Decibelios
Parabellum,RADIOCRIMEN
Parabellum,Segismundo Toxicómano
segismuno toxicomano,Kaotiko
Kaotiko,Kaos Etíliko
Kaotiko,Segismundo Toxicómano
Kaotiko,Piperrak
Kaotiko,Envidia Kotxina
Kaotiko,Gatillazo
Kaotiko,Lendakaris Muertos
Kaotiko,El Último Ke Zierre
Kaotiko,Konsumo Respeto
Kaotiko,Malos Vicios
Kaotiko,Boikot
Kaotiko,Disidencia
Kaotiko,Los De Marras
Kaotiko,Parabellum
Kaotiko,Fe de Ratas
Kaotiko,Desakato
Kaotiko,Soziedad Alkoholika
Kaotiko,Cicatriz
Kaotiko,No Konforme
Kaotiko,Kaos Urbano
Kaotiko,Porretas
segismuno toxicomano,Manolo Kabezabolo
Manolo Kabezabolo,A Palo Seko
Manolo Kabezabolo,Cicatriz
Manolo Kabezabolo,M.C.D.
Manolo Kabezabolo,Kaos Etíliko
Manolo Kabezabolo,Envidia Kotxina
Manolo Kabezabolo,Segismundo Toxicómano
Manolo Kabezabolo,Piperrak
Manolo Kabezabolo,Fe de Ratas
Manolo Kabezabolo,Ni por favor ni ostias
Manolo Kabezabolo,Ostia Puta
Manolo Kabezabolo,The Kagas
Manolo Kabezabolo,Asto Pituak
Manolo Kabezabolo,Lendakaris Muertos
Manolo Kabezabolo,Parabellum
Manolo Kabezabolo,Disidencia
Manolo Kabezabolo,RIP
Manolo Kabezabolo,Manifa
Manolo Kabezabolo,Agua Bendita
Manolo Kabezabolo,Animales Muertos
Manolo Kabezabolo,Arpaviejas
segismuno toxicomano,Cicatriz
Cicatriz,M.C.D.
Cicatriz,RIP
Cicatriz,Vómito
Cicatriz,Tijuana in blue
Cicatriz,Parabellum
Cicatriz,Distorsión
Cicatriz,Zer Bizio?
Cicatriz,Decibelios
Cicatriz,Subversión X
Cicatriz,Commando 9mm
Cicatriz,Andanada 7
Cicatriz,A Palo Seko
Cicatriz,The Kagas
Cicatriz,Potrotaino
Cicatriz,Matando Gratix
Cicatriz,Manolo Kabezabolo
Cicatriz,Asto Pituak
Cicatriz,The Meas
Cicatriz,Animales Muertos
Cicatriz,Piperrak
segismuno toxicomano,Konsumo Respeto
Konsumo Respeto,Disidencia
Konsumo Respeto,Envidia Kotxina
Konsumo Respeto,Malos Vicios
Konsumo Respeto,Fe de Ratas
Konsumo Respeto,The Kagas
Konsumo Respeto,Los Muertos de Cristo
Konsumo Respeto,Kaos Etíliko
Konsumo Respeto,El Noi del Sucre
Konsumo Respeto,Elektroduendes
Konsumo Respeto,El Último Ke Zierre
Konsumo Respeto,Segismundo Toxicómano
Konsumo Respeto,Asto Pituak
Konsumo Respeto,Discordia
Konsumo Respeto,Zirrosis
Konsumo Respeto,Puagh
Konsumo Respeto,Piperrak
Konsumo Respeto,The Meas
Konsumo Respeto,No Konforme
Konsumo Respeto,Parabellum
Konsumo Respeto,Kaos Urbano
segismuno toxicomano,Arpaviejas
Arpaviejas,Subversión X
Arpaviejas,Asto Pituak
Arpaviejas,Animales Muertos
Arpaviejas,Andanada 7
Arpaviejas,Chicharrica
Arpaviejas,Vómito
Arpaviejas,Ni por favor ni ostias
Arpaviejas,Petra de fenetra
Arpaviejas,Ostia Puta
Arpaviejas,Karne Cruda
Arpaviejas,37 Hostias
Arpaviejas,Matando Gratix
Arpaviejas,Commando 9mm
Arpaviejas,Ignotus
Arpaviejas,RADIOCRIMEN
Arpaviejas,Manifa
Arpaviejas,Potrotaino
Arpaviejas,Efectos Sekundarios ‎
Arpaviejas,Distorsión
Arpaviejas,Rat-Zinger
segismuno toxicomano,Rat-Zinger
Rat-Zinger,The Guilty Brigade
Rat-Zinger,RADIOCRIMEN
Rat-Zinger,Karne Cruda
Rat-Zinger,Yugular
Rat-Zinger,Ignotus
Rat-Zinger,Txulapos Muertos
Rat-Zinger,Porco Bravo
Rat-Zinger,Suzio 13
Rat-Zinger,Sanngre
Rat-Zinger,La Banda del Destierro
Rat-Zinger,Manifa
Rat-Zinger,Andanada 7
Rat-Zinger,37 Hostias
Rat-Zinger,SuZio 13
Rat-Zinger,Ni por favor ni ostias
Rat-Zinger,Matando Gratix
Rat-Zinger,Faber Pugna
Rat-Zinger,Subversión X
Rat-Zinger,Chicharrica
Rat-Zinger,Escuela de Odio
segismuno toxicomano,Kaos Urbano
Kaos Urbano,Oi! Se Arma
Kaos Urbano,Ignotus
Kaos Urbano,Nucleo Terco
Kaos Urbano,Subestimados
Kaos Urbano,Guerrilla Oi!
Kaos Urbano,Boot Boys
Kaos Urbano,Non Servium
Kaos Urbano,Arpaviejas
Kaos Urbano,Curasbun
Kaos Urbano,Against You
Kaos Urbano,Knockout
Kaos Urbano,Decibelios
Kaos Urbano,Karne Cruda
Kaos Urbano,RADIOCRIMEN
Kaos Urbano,Rat-Zinger
Kaos Urbano,Oi! The Arrase
Kaos Urbano,Yugular
Kaos Urbano,Zartako
Kaos Urbano,The Guilty Brigade
segismuno toxicomano,Habeas Corpus
Habeas Corpus,KOP
Habeas Corpus,Escuela de Odio
Habeas Corpus,Riot Propaganda
Habeas Corpus,Koma
Habeas Corpus,Fuckop Family
Habeas Corpus,Strawberry Hardcore
Habeas Corpus,Sugarless
Habeas Corpus,Def Con Dos
Habeas Corpus,Fe de Ratas
Habeas Corpus,Ktulu
Habeas Corpus,Segismundo Toxicómano
Habeas Corpus,A Palo Seko
Habeas Corpus,Hora Zulu
Habeas Corpus,Rat-Zinger
Habeas Corpus,Gérmenes
Habeas Corpus,Kannon
Habeas Corpus,Narco
Habeas Corpus,Hamlet
Habeas Corpus,No Konforme
Habeas Corpus,Disidencia
segismuno toxicomano,M.C.D.
M.C.D.,Vómito
M.C.D.,Cicatriz
M.C.D.,Tijuana in blue
M.C.D.,Zer Bizio?
M.C.D.,RIP
M.C.D.,Distorsión
M.C.D.,Parabellum
M.C.D.,Commando 9mm
M.C.D.,Andanada 7
M.C.D.,Subversión X
M.C.D.,Potrotaino
M.C.D.,37 Hostias
M.C.D.,Código Neurótico
M.C.D.,A Palo Seko
M.C.D.,Matando Gratix
M.C.D.,Decibelios
M.C.D.,The Kagas
M.C.D.,Ni por favor ni ostias
M.C.D.,The Meas
M.C.D.,Asto Pituak
segismuno toxicomano,punk urbano
segismuno toxicomano,spanish punk
Envidia Kotxina,euskal rock
Envidia Kotxina,spanish punk
Envidia Kotxina,punk urbano
Envidia Kotxina,spanish punk
Envidia Kotxina,punk urbano
Envidia Kotxina,rock en asturiano
Envidia Kotxina,spanish punk
Envidia Kotxina,punk urbano
Envidia Kotxina,spanish punk
Envidia Kotxina,spanish punk
Envidia Kotxina,spanish punk
Envidia Kotxina,spanish punk
Envidia Kotxina,hardcore punk espanol
Envidia Kotxina,spanish punk
Envidia Kotxina,spanish punk
Envidia Kotxina,spanish punk
Envidia Kotxina,spanish punk
Envidia Kotxina,spanish punk
Envidia Kotxina,spanish punk
Envidia Kotxina,punk urbano
Envidia Kotxina,spanish punk
Envidia Kotxina,spanish punk
Envidia Kotxina,spanish punk
Envidia Kotxina,spanish punk
Envidia Kotxina,street punk espanol
Envidia Kotxina,punk urbano
Envidia Kotxina,spanish punk
Envidia Kotxina,spanish punk
Envidia Kotxina,spanish punk
segismuno toxicomano,punk urbano
segismuno toxicomano,rock en asturiano
segismuno toxicomano,spanish punk
Fe de Ratas,punk urbano
Fe de Ratas,spanish punk
Fe de Ratas,spanish punk
Fe de Ratas,punk urbano
Fe de Ratas,spanish punk
Fe de Ratas,spanish punk
Fe de Ratas,punk urbano
Fe de Ratas,spanish punk
Fe de Ratas,spanish punk
Fe de Ratas,spanish punk
Fe de Ratas,punk urbano
Fe de Ratas,spanish punk
Fe de Ratas,punk urbano
Fe de Ratas,punk urbano
Fe de Ratas,spanish punk
Fe de Ratas,punk urbano
Fe de Ratas,spanish punk
Fe de Ratas,punk urbano
Fe de Ratas,spanish punk
Fe de Ratas,spanish punk
Fe de Ratas,punk urbano
Fe de Ratas,spanish punk
Fe de Ratas,spanish punk
Fe de Ratas,punk urbano
Fe de Ratas,punk urbano
Fe de Ratas,spanish punk
Fe de Ratas,spanish punk
Fe de Ratas,peruvian punk
Fe de Ratas,spanish punk
Fe de Ratas,punk urbano
Fe de Ratas,spanish punk
segismuno toxicomano,spanish punk
Manifa,spanish punk
Manifa,indie cantabria
Manifa,spanish punk
Manifa,spanish punk
Manifa,punk catala
Manifa,spanish punk
Manifa,spanish punk
Manifa,punk urbano
Manifa,spanish punk
Manifa,spanish punk
Manifa,spanish punk
Manifa,spanish metal
Manifa,spanish punk
Manifa,spanish punk
Manifa,spanish punk
Manifa,punk euskera
Manifa,spanish punk
Manifa,spanish punk
Manifa,spanish punk
Manifa,spanish punk
Manifa,spanish punk
Manifa,spanish punk
Manifa,spanish punk
Manifa,hardcore punk espanol
Manifa,spanish punk
Manifa,spanish punk
segismuno toxicomano,euskal rock
segismuno toxicomano,spanish punk
Kaos Etíliko,punk urbano
Kaos Etíliko,spanish punk
Kaos Etíliko,punk urbano
Kaos Etíliko,spanish punk
Kaos Etíliko,punk urbano
Kaos Etíliko,rock en asturiano
Kaos Etíliko,spanish punk
Kaos Etíliko,spanish punk
Kaos Etíliko,euskal rock
Kaos Etíliko,punk urbano
Kaos Etíliko,spanish punk
Kaos Etíliko,spanish punk
Kaos Etíliko,spanish punk
Kaos Etíliko,punk urbano
Kaos Etíliko,spanish punk
Kaos Etíliko,spanish punk
Kaos Etíliko,spanish punk
Kaos Etíliko,spanish punk
Kaos Etíliko,spanish punk
Kaos Etíliko,euskal rock
Kaos Etíliko,spanish punk
Kaos Etíliko,punk urbano
Kaos Etíliko,spanish punk
Kaos Etíliko,spanish punk
Kaos Etíliko,spanish punk
Kaos Etíliko,spanish punk
Kaos Etíliko,spanish punk
Kaos Etíliko,street punk espanol
Kaos Etíliko,spanish punk
Kaos Etíliko,punk urbano
Kaos Etíliko,spanish punk
segismuno toxicomano,spanish punk
Disidencia,punk urbano
Disidencia,spanish punk
Disidencia,punk urbano
Disidencia,rock en asturiano
Disidencia,spanish punk
Disidencia,punk urbano
Disidencia,spanish punk
Disidencia,spanish punk
Disidencia,punk urbano
Disidencia,spanish punk
Disidencia,spanish punk
